github.com/AlDanial/cloc v 2.08  T=0.58 s (1210.2 files/s, 159417.6 lines/s)
--------------------------------------------------------------------------------------------------------------
File                                                                       blank        comment           code
./cpp/lessons/lesson10.json                                                    0              0             19
./cpp/lessons/lesson11.json                                                    0              0             19
./cpp/lessons/lesson12.json                                                    0              0             19
./cpp/lessons/lesson13.json                                                    0              0             19
./cpp/lessons/lesson14.json                                                    0              0             19
./cpp/lessons/lesson15.json                                                    0              0             19
./cpp/lessons/lesson16.json                                                    0              0             19
./cpp/lessons/lesson17.json                                                    0              0             19
./cpp/lessons/lesson18.json                                                    0              0             19
./cpp/lessons/lesson19.json                                                    0              0             19
./cpp/lessons/testlesson.json                                                  0              0             19
./fortran/lessons/lesson1.json                                                 0              0             19
./learngit/lessons/lesson1.json                                                0              0             19
./learngit/lessons/lesson3.json                                                0              0             19
./learnlinux/lessons/lesson1.json                                              0              0             19
./learnlinux/lessons/lesson13.json                                             0              0             19
./learnlinux/lessons/lesson2.json                                              0              0             19
./learnlinux/lessons/lesson3.json                                              0              0             19
./rust/lessons/lesson6.json                                                    0              0             19
./rust/lessons/lesson7.json                                                    2              0             19
./rust/lessons/lesson8.json                                                    2              0             19
./sql/lessons/lesson1.json                                                     0              0             19
./sql/lessons/lesson2.json                                                     0              0             19
./sql/lessons/lesson3.json                                                     0              0             19
./sql/lessons/lesson4.json                                                     0              0             19
./sql/lessons/lesson5.json                                                     0              0             19
./sql/lessons/lesson6.json                                                     0              0             19
./sql/lessons/lesson7.json                                                     0              0             19
./QuantumC/chapters.js                                                         0              2             18
./QuantumC/lessons-qc/lesson15.json                                            0              0             18
./TS/lessons/lesson1.json                                                      0              0             18
./TS/lessons/lesson10.json                                                     0              0             18
./TS/lessons/lesson11.json                                                     0              0             18
./TS/lessons/lesson12.json                                                     0              0             18
./TS/lessons/lesson13.json                                                     0              0             18
./TS/lessons/lesson14.json                                                     0              0             18
./TS/lessons/lesson15.json                                                     0              0             18
./TS/lessons/lesson16.json                                                     0              0             18
./TS/lessons/lesson17.json                                                     0              0             18
./TS/lessons/lesson18.json                                                     0              0             18
./TS/lessons/lesson19.json                                                     0              0             18
./TS/lessons/lesson2.json                                                      0              0             18
./TS/lessons/lesson20.json                                                     0              0             18
./TS/lessons/lesson21.json                                                     0              0             18
./TS/lessons/lesson28.json                                                     0              0             18
./TS/lessons/lesson3.json                                                      0              0             18
